x,y
0.031446540880502916,2.8840199045124093
0.09433962264150964,1.239738016835716
0.15723270440251547,0.017730198283052667
0.22012578616352219,0.4982080296048439
0.283018867924528,2.0929606958835674
0.34591194968553474,-1.1185058541531725
0.40880503144654057,1.608401852566529
0.4716981132075473,2.712383447398502
0.5345911949685531,2.9336388244784164
0.5974842767295598,2.3104223546850866
0.6603773584905657,1.862015664016647
0.7232704402515724,4.719308888105601
0.7861635220125782,2.1456225261287276
0.8490566037735849,1.6967937769405252
0.9119496855345908,2.404093666534344
0.9748427672955975,2.3119151389816004
1.0377358490566042,3.625811823148057
1.10062893081761,3.1012323665674373
1.1635220125786168,5.077797854638127
1.2264150943396226,3.576695619731034
1.2893081761006293,3.3329010879589704
1.3522012578616351,4.385080005233825
1.4150943396226419,2.0154034650518025
1.4779874213836477,3.5941428546332403
1.5408805031446544,5.246693376059636
1.6037735849056602,3.9295437849163997
1.666666666666667,3.6883913109643407
1.7295597484276728,2.4841773842452266
1.7924528301886795,5.042566123686029
1.8553459119496853,5.678261201429299
1.918238993710692,3.939040687937129
1.981132075471698,6.003914891765257
2.0440251572327046,4.877960284110026
2.1069182389937104,7.5303703151898995
2.169811320754717,5.32312193435339
2.232704402515723,5.285865863537344
2.2955974842767297,5.512252649841048
2.3584905660377355,7.217103469683154
2.4213836477987423,6.437642319298825
2.484276729559748,3.670418528481522
2.547169811320755,5.704583974067805
2.6100628930817606,6.858238966009671
2.6729559748427674,5.714317192612075
2.735849056603773,7.3369568899649495
2.79874213836478,6.544812069701778
2.8616352201257858,5.860540889618433
2.9245283018867925,7.395537560797244
2.9874213836477983,7.511374021797007
3.050314465408805,8.546369045608605
3.113207547169811,7.045052580654608
3.1761006289308185,6.302601377621876
3.2389937106918243,7.20361155722056
3.30188679245283,7.852536342516854
3.364779874213836,8.074345976201153
3.4276729559748436,7.842846417230779
3.4905660377358494,9.054373717215103
3.5534591194968552,8.81398832182758
3.616352201257861,8.677121361451476
3.6792452830188687,7.939031249761715
3.7421383647798745,9.920048361130906
3.8050314465408803,10.757729800667683
3.867924528301886,9.929638116089244
3.9308176100628938,8.8460039079472
3.9937106918238996,8.83811311351354
4.056603773584905,9.257737533394785
4.119496855345911,11.505107245081733
4.182389937106919,8.293081155527329
4.245283018867925,7.788807978083546
4.3081761006289305,10.214712170247491
4.371069182389936,8.878010108113692
4.433962264150944,11.29261468997512
4.49685534591195,9.214011901073045
4.559748427672956,10.174419413091215
4.6226415094339615,10.236345518533382
4.685534591194969,9.800643906609444
4.748427672955975,10.822582119049711
4.811320754716981,13.102858751392521
4.874213836477987,11.216805617972094
4.937106918238994,8.416034320975264
5.0,9.267974324542315
